iter	Logloss
427	0.2274503777
428	0.2274141681
429	0.2273874763
430	0.2273469165
431	0.2272971329
432	0.2272518108
433	0.2272128781
434	0.2271728591
435	0.2271463061
436	0.2271135908
437	0.227087935
438	0.2270667535
439	0.2270272152
440	0.2269891908
441	0.2269350355
442	0.2269124851
443	0.2268813018
444	0.2268437953
445	0.2268206524
446	0.2267721632
447	0.2267488881
448	0.2267258504
449	0.2266901285
450	0.2266680609
451	0.2266472654
452	0.2266131047
453	0.2265905467
454	0.2265531076
455	0.2265143965
456	0.2264917843
457	0.2264668016
458	0.2264512291
459	0.2264225222
460	0.226383529
461	0.2263647697
462	0.2263279557
463	0.2263012286
464	0.2262552585
465	0.2262299629
466	0.2262041307
467	0.2261649803
468	0.2261145886
469	0.2260902905
470	0.2260651313
471	0.2260571374
472	0.2260294852
473	0.2259913269
474	0.2259517865
475	0.2259276689
476	0.2258927653
477	0.2258275918
478	0.2258051946
479	0.2257772293
480	0.2257549643
481	0.2257210098
482	0.2256751949
483	0.2256198259
484	0.2255912299
485	0.2255536463
486	0.2255159269
487	0.225486765
488	0.2254551532
489	0.2254263554
490	0.2253799973
491	0.225347378
492	0.2253123374
493	0.2252714896
494	0.2252297286
495	0.2251913021
496	0.2251693045
497	0.2251492992
498	0.2250913908
499	0.2250585737
500	0.2250373658
501	0.2250047537
502	0.2249799028
503	0.2249459256
504	0.2249182763
505	0.2248884374
506	0.2248653954
507	0.2248161297
508	0.2247843136
509	0.2247525946
510	0.2247430828
511	0.2247076373
512	0.2246863208
513	0.2246495045
514	0.2246142617
515	0.2245887958
516	0.2245621751
517	0.22454013
518	0.2245266094
519	0.2245064583
520	0.2244732248
521	0.2244262467
522	0.2244114634
523	0.224386553
524	0.2243577254
525	0.2243373412
526	0.2243094803
527	0.2242876187
528	0.2242781451
529	0.2242540738
530	0.2242308102
531	0.2242033841
532	0.2241810093
533	0.2241544271
534	0.2241429494
535	0.2241216985
536	0.2240930765
537	0.2240485193
538	0.2240122312
539	0.2239928446
540	0.2239714338
541	0.2239313833
542	0.2239061491
543	0.2238895442
544	0.223862077
545	0.2238288621
546	0.2238135974
547	0.2237752995
548	0.2237422878
549	0.2237206054
550	0.2236890526
551	0.2236613808
552	0.2236243536
553	0.2236038132
554	0.2235702412
555	0.2235548034
556	0.2234989575
557	0.22346979
558	0.2234492088
559	0.2234287116
560	0.2233822771
561	0.2233535369
562	0.2233311925
563	0.2233051479
564	0.2232700344
565	0.223251225
566	0.2232204836
567	0.2231835924
568	0.2231557791
569	0.223113545
570	0.22307011
571	0.2230443696
572	0.2230231857
573	0.2230047787
574	0.2229688737
575	0.2229491323
576	0.2229247355
577	0.2229000651
578	0.2228570004
579	0.2228163571
580	0.222792867
581	0.2227664525
582	0.2227429565
583	0.2227131314
584	0.2226753322
585	0.2226512031
586	0.222633665
587	0.2225852626
588	0.2225578295
589	0.22254171
590	0.2225017435
591	0.2224836908
592	0.2224605911
593	0.2224325553
594	0.2224151585
595	0.2223981357
596	0.2223840785
597	0.2223737214
598	0.2223512465
599	0.222336278
600	0.222310931
601	0.2222977234
602	0.2222705098
603	0.222248264
604	0.2222200459
605	0.2221950161
606	0.2221760998
607	0.2221470023
608	0.2221272067
609	0.2220856282
610	0.222073346
611	0.2220530856
612	0.2220260393
613	0.2220073788
614	0.2219879957
615	0.2219585874
616	0.2219232099
617	0.2219010709
618	0.2218764616
619	0.2218549921
620	0.2218303405
621	0.2217984931
622	0.2217855745
623	0.2217651935
624	0.2217401489
625	0.2217126763
626	0.2216986827
627	0.2216747556
628	0.2216462209
629	0.2216162191
630	0.2215856584
631	0.221582184
632	0.2215591612
633	0.2215301889
634	0.2214815939
635	0.2214456712
636	0.2214120179
637	0.2213776297
638	0.2213617655
639	0.2213433214
640	0.22131056
641	0.2212902893
642	0.2212798453
643	0.2212654535
644	0.2212378681
645	0.2212108489
646	0.2211911896
647	0.2211609221
648	0.2211102291
649	0.2210694501
650	0.2210412328
651	0.2210086265
652	0.2209788462
653	0.2209599664
654	0.2209372011
655	0.2209045869
656	0.2208862179
657	0.2208638078
658	0.2208281738
659	0.2208090082
660	0.2207794988
661	0.2207440682
662	0.2207083984
663	0.2206877806
664	0.2206531923
665	0.2206333619
666	0.2206096567
667	0.2205928789
668	0.220561229
669	0.2205425303
670	0.220522121
671	0.2204978452
672	0.2204689689
673	0.220439708
674	0.2204108444
675	0.2203818553
676	0.220338641
677	0.2203187924
678	0.2202947681
679	0.2202815107
680	0.2202572582
681	0.2202322111
682	0.2202017501
683	0.220169367
684	0.2201473048
685	0.2201169931
686	0.2200986162
687	0.2200695815
688	0.2200417621
689	0.2200042376
690	0.2199774426
691	0.2199507627
692	0.2199295026
693	0.2198941776
694	0.2198603294
695	0.2198417997
696	0.2198215352
697	0.2198087455
698	0.2197932926
699	0.2197720886
700	0.2197494209
701	0.2197303874
702	0.21972664
703	0.2196778236
704	0.2196509959
705	0.2196271464
706	0.2195997434
707	0.2195882659
708	0.2195629113
709	0.219550571
710	0.2195329718
711	0.2195095312
712	0.2194899643
713	0.2194663064
714	0.2194414303
715	0.2194216286
716	0.2194058806
717	0.2193699421
718	0.2193534706
719	0.2193283936
720	0.2192879215
721	0.2192632053
722	0.2192291812
723	0.219210465
724	0.2191814656
725	0.2191584941
726	0.2191381255
727	0.2191203328
728	0.219094536
729	0.2190729853
730	0.2190521682
731	0.2190405078
732	0.2190108765
733	0.2189952823
734	0.2189716929
735	0.2189540976
736	0.2189464574
737	0.2189338841
738	0.2189023025
739	0.2188831173
740	0.2188742721
741	0.2188482038
742	0.2188299521
743	0.2188166333
744	0.2187960267
745	0.2187726923
746	0.2187490811
747	0.2187159408
748	0.2187005699
749	0.2186801949
750	0.2186638991
751	0.2186529464
752	0.2186375492
753	0.2186056788
754	0.2185876739
755	0.2185618652
756	0.2185034504
757	0.2184933476
758	0.2184651034
759	0.2184377933
760	0.2184084664
761	0.2183681023
762	0.2183484281
763	0.2183202116
764	0.2182973611
765	0.2182653838
766	0.2182514231
767	0.2182307193
768	0.2182162633
769	0.2181893371
770	0.2181812271
771	0.218156637
772	0.2181296015
773	0.2181010047
774	0.2180860776
775	0.2180653146
776	0.2180613061
777	0.2180429877
778	0.2180106332
779	0.217992878
780	0.2179772559
781	0.21795288
782	0.2179295333
783	0.2179179693
784	0.2178952005
785	0.2178716543
786	0.2178440524
787	0.2178258785
788	0.2177905174
789	0.2177748729
790	0.217755215
791	0.217748743
792	0.2177070562
793	0.2176899455
794	0.2176684421
795	0.2176593773
796	0.2176328328
797	0.2176197127
798	0.2176142446
799	0.2175904875
800	0.2175659235
801	0.2175487245
802	0.2175243322
803	0.2174939889
804	0.2174844995
805	0.2174687869
806	0.2174489266
807	0.2174227539
808	0.217394851
809	0.2173697824
810	0.2173474122
811	0.2173307951
812	0.2173028893
813	0.2172864739
814	0.2172768956
815	0.2172547373
816	0.2172442021
817	0.2172295423
818	0.2172050156
819	0.217181566
820	0.2171599885
821	0.2171281462
822	0.2170882241
823	0.217071953
824	0.2170543964
825	0.2170337267
826	0.2170108769
827	0.216985865
828	0.2169672773
829	0.2169489282
830	0.2169380078
831	0.2169264273
832	0.2169078353
833	0.2168783886
834	0.216855475
835	0.2168403639
836	0.2168069602
837	0.2167880512
838	0.2167648811
839	0.2167462399
840	0.2167267572
841	0.2167013809
842	0.2166897641
843	0.2166710032
844	0.2166390672
845	0.2166273979
846	0.2166051877
847	0.2165978912
848	0.2165685695
849	0.2165416366
850	0.2165287858
851	0.216505205
852	0.2164865699
853	0.2164607248
854	0.2164400083
855	0.2164180395
856	0.2163955702
857	0.2163774624
858	0.2163648739
859	0.2163476112
860	0.2163164144
861	0.2162883542
862	0.2162535747
863	0.2162362796
864	0.2162154829
865	0.2161816008
866	0.2161618628
867	0.2161415467
868	0.2161135183
869	0.2160928421
870	0.2160646631
871	0.2160267185
872	0.2159837412
873	0.2159739993
874	0.2159674365
875	0.2159575293
876	0.2159409614
877	0.2159229402
878	0.2159157683
879	0.2158929888
880	0.2158704142
881	0.2158436198
882	0.2158367126
883	0.2158096264
884	0.2157936628
885	0.2157697124
886	0.2157543424
887	0.2157235318
888	0.2156976874
889	0.21567943
890	0.2156655447
891	0.2156491852
892	0.2156342415
893	0.2156206417
894	0.215603135
895	0.215587607
896	0.2155694416
897	0.2155654524
898	0.2155452632
899	0.2155249646
900	0.2154965184
901	0.215481529
902	0.2154665959
903	0.2154590291
904	0.2154388815
905	0.2154160277
906	0.2153880273
907	0.2153652441
908	0.2153438747
909	0.2153216135
910	0.2152835902
911	0.2152630432
912	0.2152458089
913	0.2152306594
914	0.2152082959
915	0.215196301
916	0.2151806925
917	0.2151556264
918	0.2151331931
919	0.2151130067
920	0.2150873118
921	0.2150702437
922	0.2150486888
923	0.21502775
924	0.2149992956
925	0.2149705329
926	0.214951387
927	0.2149198101
928	0.214905005
929	0.2148865198
930	0.214864423
931	0.2148465803
932	0.2148222028
933	0.2147877658
934	0.2147723679
935	0.214757844
936	0.2147428333
937	0.2147163981
938	0.2146933333
939	0.2146739585
940	0.2146519431
941	0.2146269053
942	0.2146101657
943	0.2145830162
944	0.2145590812
945	0.2145401062
946	0.2145157821
947	0.214498286
948	0.21449455
949	0.2144767647
950	0.214451535
951	0.2144292243
952	0.2144176688
953	0.2143941469
954	0.2143752691
955	0.2143435845
956	0.2143141347
957	0.2142746563
958	0.2142468139
959	0.214214329
960	0.2141904043
961	0.2141680168
962	0.2141595138
963	0.2141287807
964	0.214116132
965	0.2141062462
966	0.2140871345
967	0.2140624355
968	0.2140326462
969	0.2140010122
970	0.213979198
971	0.2139435233
972	0.2139164712
973	0.2138959319
974	0.2138759344
975	0.2138578217
976	0.2138375741
977	0.213816964
978	0.213796358
979	0.2137836014
980	0.2137696575
981	0.2137563469
982	0.2137257743
983	0.2137057498
984	0.2136774849
985	0.2136586773
986	0.2136470434
987	0.2136284574
988	0.2136193934
989	0.2136025083
990	0.2135846038
991	0.2135625377
992	0.2135579391
993	0.2135344355
994	0.2135186437
995	0.21349517
996	0.2134848748
997	0.2134612304
998	0.2134589567
999	0.2134295509
